,id,text,label,subtask_b,subtask_c
3918,42219,deals mexico trade trade deals dont need want gun control deal climate deal,1,UNT,
3919,91291,clearly amazing little girl ability put others shoes shows empathy children others able distinguish right wrong matter puts shame tries bully conform hero,0,,
3920,69848,taking knee anything wmilitary butmost conservatives hate far care vaterans smh trumpsamerica,0,,
3921,80103,tihnks telling big lie,1,UNT,
3922,64243,disgusted constituents voted liberal leonaalleslev fuck url,0,,
3923,21895,heard actually gonna cgi antifa flag know accuracy,0,,
3924,34825,yes watching elitist prima donna toss tantrum court called amp penalized cheating getting coaching pretty entertaining coach even admitted coaching back regularly scheduled sanity rule law amp accountability,0,,
3925,98184,tough crap mazie men false accusations well hurt democrat lies false accusations biased government agencies biased media sensationalism antifa bullies etc,1,TIN,IND
3926,16564,like antifa,0,,
3927,63398,says political revolutionary hire seeing anything revolutionary think maybe meant revolting,0,,
3928,88927,saying labour party hatred implies hateful party therefore conservatives less hateful whilst claim tories disputed whataboutery,1,TIN,GRP
3929,12101,think sen collins stupid coward ampall bullie sencollins whatconservatives lives yrs please vote kavanaugh letgod take care rest,1,TIN,IND
3930,86353,interesting aware political system,0,,
3931,21313,makes skin crawl looking woman theresa may liability nation must removed asap,1,TIN,OTH
3932,36691,thats real shocker sarcasm,0,,
3933,42570,compromised outspoken critic trump trumps water boy either trump got info via private eye putins got goods,0,,
3934,84243,antifa zeckenbiss way hetzjagd,0,,
3935,28870,sure laughing longt time,0,,
3936,94717,figure,0,,
3937,52580,maybe lying responding,0,,
3938,18460,fair point let restate many liberals tend towards using evidence prejudice discrimination justification treating distinction citizens migrants arbitrary,0,,
3939,24955,getting big lol,0,,
3940,81734,took words mouth horrible,1,TIN,IND
3941,83931,actually expose questioning shes shifting little exhaling rather shakily tempted shush cheeky url,0,,
3942,26773,suck,1,TIN,IND
3943,19469,decide truth accusation incident years ago big lie confirmed multiple times accusations liberal conservatives falling,0,,
3944,28264,thoughts prayers dont work need sensible gun control legislation,0,,
3945,70338,thanks follow days cybersecurity brand reputation marketing begun part,0,,
3946,46216,offer since june shitty browns thats stop thinking still good living past,1,TIN,OTH
3947,11760,yes everyone best position missing place,0,,
3948,80904,yes good old days conservatives got pushed around bullied democrats never gave inch good old days conservatives could feign outrage promise get next time yeah thats need thats healthy libs love,1,TIN,OTH
3949,11900,increasingly leftist newspaper might explain use weaponised language white supremacist refer moderate conservatives,0,,
3950,94926,friend ordered pair levis called cancel gun control wow getting wild,0,,
3951,74392,dummydonniejr idiot apple doesnt fall far tree comes lying american people enoughisenough liarinchief actually embarrassment well like daddy,1,TIN,IND
3952,60401,gun control means using hands case means acquiring correct target cant fix stupid,1,UNT,
3953,58123,shout time wishes maga thank sir url,0,,
3954,45356,trade,0,,
3955,87875,battling feel,0,,
3956,65794,best lead amp underrated,0,,
3957,49818,big time conservative staunch believer constitution also supporter many conservatives starting feel republicans senate stomach fight left soft,0,,
3958,61308,except whole emails prove yer sayin wrong hannity paid million year blame immigrants idiots happily pull feeder bar guy gonna take away yer healthcare gotta say stupidity entertaining maga,1,TIN,IND
3959,94134,cant believe still radio,0,,
3960,96037,everyone dont like,0,,
3961,52241,hes leading trump opposition since day,0,,
3962,75038,holder shouldve removed jailed years ago,1,TIN,OTH
3963,97108,yes yes antifa antifascist celebrate openly political opponents killed whatever guys say,0,,
3964,44973,another liberal democrat promising checks cant cash,0,,
3965,79582,good time talk mental illness gun control asking concerned friend,0,,
3966,90249,banks fall peoples money falls,0,,
3967,33745,gun control racist url,1,TIN,OTH
3968,80980,useful idiot longer need busy bothered gun control busy trying figure sway election favor gunna happen,1,TIN,IND
3969,50684,christian conservatives could man whatever takes win,0,,
3970,95266,cute conservatives try economy,0,,
3971,67140,right victoria reverse,0,,
3972,89794,thoughts prayers families random mass shootings plague nation normal country cant allow normalized craley said truth mass shootings becoming normal gun control would certainly help,1,TIN,OTH
3973,67022,texas sen cruz thanks peta tofu push working favor url tcot maga rednationrising,0,,
3974,54194,kind repulsive projections usually reflect back source careful one deems appropriate others lest applied equally oneself,0,,
3975,38747,dougford using trumpstyle authoritarian tactics discredit media repeatedly spread lies build false reality followers smart people conservatives know theyre planned strategy weaken democracy onpoli url,1,TIN,OTH
3976,31514,wouldnt sis know damn well would probably call cute people propose concerts time yet gay couple wrong youre fucking concert dont pay attention,1,TIN,IND
3977,72043,url,0,,
3978,30938,remember took mark felt years would admit deep throat denials meaningless,0,,
3979,62000,buying couple puzzle toys looking classes think becoming teenage monster,1,TIN,IND
3980,55365,jfc need gun control,0,,
3981,66147,holder unhinged brainwashed,0,,
3982,62968,cares,0,,
3983,40197,correct url,0,,
3984,28907,naaa ive spent hours laughing huge nuts stupidity fink kind entity bunch scared antifa pussies wiv muscle see anyone try bully even pathetic,1,TIN,GRP
3985,10023,cant wait url,0,,
3986,57401,basically liberals friends want decide whats right rest,0,,
3987,56408,liberals never follow promises weve heard coward,1,TIN,GRP
3988,16436,going win,0,,
3989,60961,fighting oppressed puleeeze,0,,
3990,95062,saying ben ben hell going something tweet crap djt,1,TIN,IND
3991,32769,innocent proven otherwise would say definitely needs prove story true,0,,
3992,56367,troll open facts,1,TIN,IND
3993,48099,thats lieyour antifa lefties nothing violent teacher spent lot time planning attack honorable man zero evidence reason hold kavanaugh another crazy liberal hit job,1,TIN,IND
3994,91905,million buyout losers,1,TIN,OTH
3995,70052,years complaining finally getting bitch ass wisdom teeth stop fucking crying,1,UNT,
3996,37659,clearly right flaws doo trains route rmt striking swr guards obviously agreed doo principle cannot understand striking,0,,
3997,91603,defo living last days,1,UNT,
3998,56694,adam schiff saying releasing fisa info url another long list bureaucratic hacks need purged please keep expose frauds hypocrites maga kag qanon winning wwgwga url,1,TIN,GRP
3999,49498,yesterday happen much gun control cant prevent grader bringing gun school huh url,1,UNT,
4000,19356,official unemployed numbers joke millions americans lost jobs career unemployment benefits ran years ago give jobs back end,1,TIN,OTH
4001,54787,true man many comments thinking done still even video,0,,
4002,29790,jim carreys mansion plus million penthouse new york url,0,,
4003,73314,preorder dear preorder bonus game,0,,
4004,18263,cutting man bun man,0,,
4005,18650,googlers weird fear mongers maga,0,,
4006,28653,fuck dope fox watcher independent voter never vote left party dangerous,1,TIN,IND
4007,70025,becausecolor really think thats goofy saying blondes think like blondes people think like people black americans stand manipulations trump said lets talk whites never,0,,
4008,55736,maybe want appear unbias continue give cover antifa buddies cover,0,,
4009,77349,got love susan sarandrons response,0,,
4010,15446,old pic trump monitoring anything related hurricane pretty sure shitting pants right,1,TIN,IND
4011,21996,lol peaceful protest give full list incidents antifa attacked trump supporters none trump supporters attack hillary supporters,0,,
4012,17198,good christian husbands attackers misguided,0,,
4013,84043,eric holder obamas straw man corruption,1,TIN,IND
4014,22874,liberals ruin life doesnt matter long win end must stop conscience,1,TIN,OTH
4015,49705,doubt proud daughter heaven sorry loss young age difficult must amp imagine certain degree still must beshe sounds truly wonderful person legacy,0,,
4016,97456,conceal carry best friend,0,,
4017,40075,wasnt calling genuinely surprised like live legit made mode loving love see wasnt anything apologize took another way,0,,
4018,58412,pigeon girl also send pigeons poop maga hats,1,TIN,IND
4019,34205,despite dissent within declared canadians aware need changes canadas gun control system government committed reduction crime effective gun control measures important part canadas criminal law url,0,,
4020,99173,says bitch ass boy hiding behind keyboard dont hurt ask help sometimes cant everything alone fucking clown help something better nothing thats asked even cant dont hurt ask fuck twitter weak ass nigga,1,TIN,IND
4021,82225,act doj employees stalking trump appointees hitting staged protests maxine waters part plan antifa sessions part plan hes stonewalling protecting status quo,0,,
4022,28251,funny liberals dig lovers fakes strong conservative conadidate pacedat point zero credibility zero,0,,
4023,20494,get kavanaugh doesnt want investigation cnn,0,,
4024,21649,incredibly stupid perhaps reason chosen entropy trade talks trudeau destroy everything reason canada would allow terrorist destroy canada trudeau,1,TIN,IND
4025,94903,game clincher beat receiver yards yet ball long yards game catch happpen gives another dimension problem align receivers audible run,0,,
4026,55992,household net worth trillion url maga,0,,
4027,16666,horrible jobmaybe thats career dying,1,TIN,IND
4028,15598,things blog succeed think url url,0,,
4029,78352,lies got key dont admit date maybe nsa married true story respct police officer story excuse full shit please post photo let see fat,1,TIN,IND
4030,78014,youre jerk attacking julie standing husband youre like liberals want ruin peoples lives bash people found guilty bet client wants money,1,TIN,IND
4031,67690,sigh intelligent person highlighting variance use farright farleft anything else fail understand fault,0,,
4032,65894,dont get saying type dumb shit,1,TIN,IND
4033,47456,stop nonsense block stupid,1,TIN,IND
4034,21673,eric brother sister daddy among lot crimes stole money charity aka personal piggy bank investigated acting dope hes nothing tool,0,,
4035,68446,give oscar,0,,
4036,96047,private companies dont give toss anything profit terms choice bizzniss trouble comes randian deludes directorship decide ignore everyone else country create artificial market health,0,,
4037,92587,sick disturbed comment proves,1,TIN,IND
4038,69508,deplorables bewaresome lights might turned offlike streetlights,0,,
4039,16437,liberal beta male could engage sex straight female,1,TIN,OTH
4040,92845,easily offended interesting good night sister hope someone brings great twitter experience way,0,,
4041,12082,well picking wrong ones,0,,
4042,34946,madison resident posted series antipresident trump signs outside home another negative sign url,0,,
4043,41461,ive judged old woman anti semite joan ryan right playing semamtics youre disgrace,1,TIN,IND
4044,18317,brexit amp conservatives well,0,,
4045,39620,true sullivan act innnew yourk enacted specifically disarm ethnic minorities fkat said purpose enacted gun control new york city based law day gun control doesnt disarm privileged,0,,
4046,76057,morningjoe liberals selective outrage url,0,,
4047,66163,liberals muck rakers platform run none culling vulnerable people late decades last century previous millennium shows desperate heard theyre loitering around high schools looking rumors sad,1,TIN,OTH
4048,59524,sharethelove top influencers week,0,,
4049,88930,england averages gun murders per year hilarious imply gun control doesnt work must trump call fake news,0,,
4050,25586,lol mom dont art real people real people,0,,
4051,48537,well sure would lend support lying heifer making false accusations intelligence rest liberals acting sombody,1,TIN,IND
4052,26131,thats even antifa motto means necessary,0,,
4053,47687,liberals insane btw democrat nominee accuser female conservative would heard heck look keith ellisons accuser proof theyve turned back shes democrat helping,0,,
4054,58472,cause unwilling look science url,0,,
4055,27706,yes excellent chairperson,0,,
4056,31416,even britains senior foreign office official conservatives prosperity agenda high list priorities human rights url url,0,,
4057,86277,burt awesome,0,,
4058,37170,already ass many fucking shots tonight,1,UNT,
4059,79580,yep sure hes proving daily basis maga,1,TIN,IND
4060,29469,gay well havin mfs hot lol like plays,0,,
4061,58514,disgusting happening strictest gun control laws working maybe legally allow people arm protection lighten tough gun rules arent working many lives lost chicago,0,,
4062,86215,although think carter decent man without doubt worst president voting history worst question,1,TIN,IND
4063,65485,sociopath,1,TIN,IND
4064,63106,obviously clue clearly american china became largest foreign holder debt september major holder since least whats wrind america url,0,,
4065,46624,wow away phone,0,,
4066,19673,always thought conservatives cared traditional values like honoring protecting women,0,,
4067,86479,gun control guns gun control control,0,,
4068,37524,seriously words fucked every time think found word something even despicable amp disgusting best hope chokes vomit stupid lies hes told like serial killer soul,1,TIN,IND
4069,17017,really concerned antisemitism society condemned tory party amp lib dems yet adopting ihra,0,,
4070,68995,tinubu supporting monster biggest yoruba traitor modern days yoruba politics tinubu,1,TIN,IND
4071,68311,want start clean skin get benefits pour water small glass bowl make sure water still steamy grab towel place bowl somewhere comfortable standing,0,,
4072,22953,looks like jokes liberals forttrump poland boomingeconomy url,0,,
4073,71428,think bothers evil nazi democratsliberals tried rig presidential election framing kavanaugh another act evil nazi democrats liberals politicians destroy democracy america walkaway make america great,1,TIN,GRP
4074,43158,stars badass jen sincero url,0,,
4075,51710,yeaaaahh url,0,,
4076,37576,coarse alex many nation leaders well lapdpgs url,1,TIN,GRP
4077,57106,accusation ambush fact call one demonstrates sickness heart sickness todays conservatives,0,,
4078,71812,gun control law,0,,
4079,28564,gun control means hit aiming elderly homeowner great gun control,1,TIN,GRP
4080,71252,playing game android ever downloading unknown source think epic games banned android system stripping revenue pays dev unfair devs like,0,,
4081,65820,rights threatening destroy lives careers teens connections made meme india leftists liberals islamists foe rest hate speech,0,,
4082,60277,smudge definitely teamdanny spreading word url,0,,
4083,73783,sharper retirement,0,,
4084,91231,businessmen need stay business business democrats dont walkaway hard time concepts like profit results worries youre still perplexed china reason need trumptariffs trumptrain maga,0,,
4085,72890,sure hope grand final side,0,,
4086,53536,wants gun control figures url,0,,
4087,79681,everyone knows negotiation first thing send pallets cash,0,,
4088,12011,least getting people like discord,0,,
4089,39379,liberals sick false accuser incarcerated baldfaced lies url,1,TIN,IND
4090,80222,march antifa bigots labour antisemitism get right,0,,
4091,95469,roy moore kavanaugh accuser jeff bezos melissa bunny satire distant past allegations drellenbrandt maga republicans sane people allegations far distant past equally credible incredible url,0,,
4092,25839,tories labour conservatives conservatives url cchqpress natfednews today announce new longerterm partnerships opened ambitious housing associations groundbreaking billion initiative,0,,
4093,95459,thank jourdan amp hayley literally dms speak still hasnt wished happy birthday fake mom,0,,
4094,12282,need gun control laws safer changed florida voting democrats help make environment health care better please get vote,0,,
4095,16545,look moving one word truth coming ever get chance ask layer question ask agree golan heights belong dead dead water couldnt answer without condemning true,1,TIN,IND
4096,73728,perpetrator responsible actions ignoring maxine waters amp others inciting violence consider said able eat shop anything peace would one survive without able trade,1,UNT,
4097,44061,yes man,0,,
4098,44656,url hightech lynching uppity republican blacks fine raping women liberals including bill clinton,1,TIN,GRP
4099,72281,declare antifa terrorists group investigate members,0,,
4100,81381,stronger believe beautiful sneaky pig dcl teaches much grateful chance explore grow learn url,0,,
4101,73082,blocked also dont even know,0,,
4102,12977,really charged liberals liars,1,TIN,GRP
4103,67789,bullshit,0,,
4104,96362,internet banking today ive tried logging several times keeps telling ive either logged gives number says experiencing technical difficulties,0,,
4105,21813,godless heathen,0,,
4106,81266,thought would low profile help dem party get rid kavanaugh could remain anonymous likely promised party charged perjury continue playing victim lying worms,1,TIN,IND
4107,62665,chicago wont enforce gun laws books neighborhoods murders planned gun control liberals pass strict even confiscation guns black luves matter liberals trying pass agenda admendment,1,TIN,GRP
4108,73902,conference fast approaching soon heading birmingham check programme events url url,0,,
4109,88259,shot gun free zone much gun control laws,0,,
4110,90109,clinton news network strikes,0,,
4111,91447,deep throat,1,UNT,
4112,84961,argue pointless keep asking questions first place else supposed say speaking running quote dont believe said liked way tho see things get misconstrued,0,,
4113,10660,trump trump trump maga,0,,
4114,20633,like holy jesus fucken christ,1,TIN,IND
4115,29597,liberals would find exceptable unless done let tears begin hunted,0,,
4116,27316,another child killed gun anyone agree stricter gun control laws needed notonemore guncontrolnow,0,,
4117,90467,lying much dncsorosantifa paying hows chinese spy,1,TIN,IND
4118,19811,filledbut hey trump wife divorce also accused abuse whole hey stays abuser pattern ignoring reality abused women dont always react seem believe,0,,
4119,59585,lmao good one listen sparky wife disease bought paid evil soulless propaganda arm child murderers russian agents stick cutsie tweets prepare long prison sentence,1,TIN,IND
4120,48788,fucking sucks refs killthezebras,1,TIN,IND
4121,63971,cnn better get disapproval time,0,,
4122,97022,already gun control would thought criminals wouldnt follow law lets make laws telling break laws,0,,
4123,83207,conservatives always assume women making allegations lying,0,,
4124,11980,lying needs sued defamation character include chuck schumer dianne feinstein lawsuit proof isnt substantiated bunch man hating two girls want free sex abortions paid government,0,,
4125,65755,constantly reminded blessed,0,,
4126,80614,whole world see president trump accomplished americans byandlarge extraordinarily proud trump administration makes difference left mainstream new media dedicated conartists try pull awake maga url,0,,
4127,16021,sweet,0,,
4128,85472,please tell fellow soros lackies antifa,0,,
4129,48047,get saying brent auburn lost sec championship game know bowl game lot team actually wants,0,,
4130,52284,meet many many fans amazing remembered dont bitch,1,TIN,IND
4131,76976,hope true another good death nail liberals chances amazing respect money hard working canadians,0,,
4132,84030,thats deplorable still havent explained relevant somehow ive also appeared exact show antifa homosexual hiv,0,,
4133,21489,thank followed great day maga url,0,,
4134,11563,nothing hes already showed isnt gonna change amp need leave staying youre showing youre excepting amp doesnt need change,0,,
4135,10172,ask dana worried home south carolina close coast currently carolina time visiting get welcomed hurricane lordy day,0,,
4136,46863,could people holiday,0,,
4137,14465,wow thats still tall yearold son percentile height exactly wears size shoe,0,,
4138,53424,vast majority counterprotestors normal cville residents antifa blm people violence instigated initially white supremacists antifa protected clergy members black residents,0,,
4139,72563,conservatives characterize attempted rape allegation bullsht wonder liberals describe antiwoman right thing properly investigate allegation lying prosecute shes telling truth kavanaugh shouldnt confirmed,0,,
4140,14175,bullshit stats say isnt london murder capital europe gun control working right germany serious crime problems maybe take care business home start tweeting,1,TIN,OTH
4141,76303,deplorable despicable disgusting url,1,TIN,IND
4142,76311,democrats thugs,1,TIN,OTH
4143,40287,see close tears know hard lose old friend theyre irreplaceable,0,,
4144,73920,heather mac donald colleges teach students see bias doesnt exist url tcot maga rednationrising,0,,
4145,78252,never watch nfl panthers suck way,1,TIN,GRP
4146,93094,indeeda watered needy statement robust condemnation equivocal terms one would expect begins note disappointment diluted response suggests one thing fear tories clearly show gratitude help amp support,0,,
4147,81221,also posturing nonsense want oust theyd forward requisite letters part whip would facing leadership challenge challengers gutless witless,1,TIN,IND
4148,49489,supporting right peacefully protest supporting sensible gun control thank supporting america ford respect right nfl players protest cnnmoney url,0,,
4149,77166,lmfao undies,0,,
4150,40498,hes another one puke pool getting pretty full tell sure,1,TIN,IND
4151,41467,someones asking davido wasnt supposed camp oga madam park well davidos business non business send school haterz chop shit die,1,TIN,IND
4152,87214,amazing url,0,,
4153,90778,interesting gop even liberals placing burden accuser isnt trial examination whether judge kavanaugh reaches high enough standard shape law several decades burden,0,,
4154,59407,antifa got quite alot israel supporters youll find israeli flags right winger protest well irony url,1,TIN,OTH
4155,61307,thats simplistic comparison population density poverty levels big contributors need massive cultural shift constitutional amendments gun control effective like countries mean time people keep dying,0,,
4156,15880,aiming right way whooo whooo,0,,
4157,19179,right solid position nra become far influential politics result delayed desire gun control years,1,TIN,IND
4158,65006,islamistsantifaleftists would allow lay wreath memory victims,0,,
4159,40163,need see filmantifa see nazi propaganda,0,,
4160,50099,lol whats failing miserably hour ambush liberals every minute christinablaseyford refuses commit appearing people like lose credibility love tcot,1,TIN,GRP
4161,90803,probably suck chrome trailer hitch though url,0,,
4162,18699,bam url,0,,
4163,79302,clear majority conservatives approve trump gop dont stupid,1,TIN,IND
4164,45439,seriously ive cried hard read wrote care ive cried happy sad yeah made day,0,,
4165,65001,times seems fake made anyway disguised way blatant hatred shows enemy something really knows assumptions made across isle fringe alternative news media,0,,
4166,46350,think doesnt gun control problem,0,,
4167,15262,awww kaise bache tarah holding finger,0,,
4168,50382,obama sweet talker dangerous views actions took scandals giving weapons amp money terrorists aligned bowed shadow govt sabotage president trump obama uses soros fund antifa blm,0,,
4169,76641,avoid movie american,0,,
4170,72191,god help woman cant even get coherent sentence mouth,1,TIN,IND
4171,27349,appointment specialist already running minutes behind schedule front end booking strategy never paid appointments day arrogance medical specialists impressive architects could learn lot,0,,
4172,19087,beautifull,0,,
4173,88010,congress looking keithellison allegations regarding abuse well stopthebias walkawaydemocrats redwave maga url,0,,
4174,64731,levi strauss amp donating million next years nonprofits amp youth activists working end gun violence establishing safer tomorrow fund amp partnering gun control group everytown gun safety levis neveragain gunsensenow url,0,,
4175,89003,however views agree believe climate change opposites womans right abortion thinks gender issues black amp white man woman ltimagine tarzan voicegt gun control doesnt exist,0,,
4176,58392,cue gun control crowd,0,,
4177,73895,true maga nocollusion url,0,,
4178,22794,future world champion,0,,
4179,44538,antifa,0,,
4180,22353,win,0,,
4181,47082,theresa may using labourparty policies cling weak wobbly government housingcrisis housingmarket conservatives corrupt landowners toriesout corruption,1,TIN,OTH
4182,32666,sick hope teaching,1,TIN,IND
4183,30880,killer house maga walldoesntprotectfromamericans,1,TIN,OTH
4184,27599,hollywood full demonic democrats,1,TIN,OTH
4185,52913,concern charters bipartisan url url,0,,
4186,19173,know university withdraw certificate feel like disgracing right even graduated still disrespect school,0,,
4187,75023,pretty,0,,
4188,78303,youre sexy girl,0,,
4189,60804,good followers wanted url,0,,
4190,74982,running scared,0,,
4191,45914,dead even office likely command news cycle long time,1,TIN,IND
4192,27406,actions congress distribute federal funds elementary secondary education form url evil greedy hateful pigs education maga betsydevos,0,,
4193,79929,trust aint hit year olds opinion parents,0,,
4194,14371,joseph mifsud dems dont want find key,0,,
4195,32276,evading suspension,0,,
4196,97198,disagree chosen explicitly make president immune rule law heinous beliefs womens rights gun control frosting make gop confirm,0,,
4197,98908,aboard maga url,0,,
4198,75929,remind antifa ratbags,1,TIN,IND
4199,47136,afd like boss afdordner reagiert cool antifa niedersachsen url shakin,0,,
4200,19066,mass shootings occur gun free zones cities highest gun crimes murders cities strict gun control laws idea disarming everyone doesnt work criminals dont obey laws see easy unarmed prey url,0,,
4201,10267,conservatives love draft dodgers love,0,,
4202,68764,washedout idiot biden feels chance insulting conservatives supporting great potusi dont think crazy joe,1,TIN,IND
4203,75309,fair amp square remember youre thinking laws people spoke url,0,,
4204,82115,got info wanted coincidence tory shamifesto said womens spa would start rising slowly want know even discussed telling hoc day refuse engage sbornwomen onevoice,0,,
4205,63138,holding benz car key,0,,
4206,80483,talk oresident hes one taking money,0,,
4207,95545,also rocks wife,0,,
4208,77399,liar supporters talking embarrassed last president went world apology tour even bowed like servant url,1,TIN,IND
4209,80823,lol funny like gun controlit doesnt work,0,,
4210,80972,eliminated several due many figures kids memorize awe well also eliminated barry goldwater travesty father true liberatarianism civil rights government power police thought,0,,
4211,20989,everyone saying fuck russ dont know damn thing watched interview,1,UNT,
4212,83374,suggest using grand jury remove holder vermin associated obozo administration including obozo sessionsdo job,0,,
4213,53850,excellent welfare check awaits,0,,
4214,11794,type person believes trending twitter collective reality,0,,
4215,20228,setup led second hogan touchdown shows much threat much defenses respect field,0,,
4216,29111,caption much tolerant left yup fit description antifa suspect threat doubt attack reporters moms basement,1,TIN,GRP
4217,49234,took long beast yonks,1,TIN,IND
4218,13990,michael moore needs move country promised,0,,
4219,97916,think michelle spilled democrats plans civil war liberals lunatics,1,TIN,GRP
4220,37901,perhaps going talk pedestal collusion hrc campaign investigation prasident trump plenty illegal activity dnc clinton campaign,0,,
4221,15061,everyone heard clearly qualified job voted accordingly,0,,
4222,15862,following maga patriots please follow back lionsden magakag,0,,
4223,56589,never would happen taking notes american liberals,0,,
4224,45927,got knocked first round one shitty decision,1,TIN,IND
4225,52260,working save country ppl like appropo setting flag fire like set justice fire lockherup maga,0,,
4226,55189,ask ask liberals,0,,
4227,72839,stand right thingshe rino,0,,
4228,25636,condemn antifa,0,,
4229,12386,hard know colins lips stop nike begins,0,,
4230,83302,confused paul guenther proven play caller rebuilding trying remain competitive time steady improvement,0,,
4231,81899,dress ice uniform weapons make walk boarder night calling drug cartel,1,TIN,IND
4232,89526,guys featured splendidraincos etsy page censored etsy cant find site search engine direct link according instagram post basically leaving dry,0,,
4233,79099,counting save conservatives leading country falling economic precipice grows dangerously close help,0,,
4234,27298,dont forget soon talk gun control,0,,
4235,12779,contacting followers,0,,
4236,60238,fan paying attention would know bite heirloom apple duh,0,,
4237,26702,get underoath lies jail like everyone else lies telling truth nothing worry,0,,
4238,49795,source,0,,
4239,24857,well lets kick tires light fires maga wwgwga kag liberalismisamentaldisorder url,0,,
4240,14110,even london dont like conservatives,0,,
4241,65246,,0,,
4242,47398,powerful woman earth fucking god url,1,UNT,
4243,75342,birch fuck,1,TIN,IND
4244,94391,liberals sexuality childrens puppets tuesdaythoughts,0,,
4245,69944,vets antifa,0,,
4246,92013,changing world,0,,
4247,36081,cheers matey,0,,
4248,77192,bwahahahawork liberal toolshonest work conservatives depend support chubby little selves alsoi hear getting free food protesters,0,,
4249,24141,conservatives want submit friends kremlin trudeau stand ground stand canada,0,,
4250,31885,would happen support gun control would nra help opponent,0,,
4251,83578,course young dumb really brain wouldnt believe socialism,1,TIN,IND
4252,26203,get see good game niggas working,1,TIN,GRP
4253,29984,yet guys spent best part years speculating obamas birth hypocrisy trademark conservatives seems,0,,
4254,36011,gabole negatif thinking dong,0,,
4255,86510,cant believe quin invented gun control,0,,
4256,68497,maga keeping america great url,0,,
4257,17322,small needs someone big clear beach,0,,
4258,22958,california creepy fake uber driver tries follow woman home maga kag california fakeuberdriver bodywraprestraint crimenews url,1,TIN,IND
4259,97025,one day kiss one day prince bought eth lost hardwallet place world one troll love,0,,
4260,50211,course,0,,
4261,33058,head flick ego taking hit cannot take criticism weak incompetent authoritarian,1,TIN,IND
4262,87923,know good goddamn well tried explain gun control military base proof gun grabbing laws wont shit look fort hood,1,TIN,IND
4263,59380,horseshit,0,,
4264,18952,ulster unionists care nothing conservatives reciprocate kind terrible partnership true leadership negotiation needed irish border hardened result lives lost,0,,
4265,69631,beto proa gun control stand,0,,
4266,56387,wonder false flags expecting url url greatawakening qanon followthewhiterabbit maga url,0,,
4267,25016,presidentmaduro feasts saltbae venezuelans flee starvation give socialist heaven url url bbc sky lbc labour labourparty jeremycorbyn usa venezuela,0,,
4268,84508,manafort street long time knows things deep dark things agree gonna burn folk mueller already knows wants manafort gonna give,1,TIN,GRP
4269,69659,think maybe little research buddy,1,TIN,OTH
4270,57855,rino speaks sassy one frequent vocal critics trump policies calling trump handling issues ranging gun control tariffs thinks quitting dont doorhit url foxnews,0,,
4271,32711,lucky people tulsa saw needed share fellow fan levis jeans yet another reason love levis url,0,,
4272,47686,bang yrs ago statue liberty left gone bonkers,0,,
4273,34262,sorry andrew policies close liberals policies dont seem trustworthy,0,,
4274,44589,dye hair way wants part concept promote using haircolors music video things planned well hand leaving part jin actually says dont listen company,0,,
4275,87365,know englishconservatism,0,,
4276,12637,sounds like joined antifa gov state recently took anti police stance wont sign certificates recognizing top law enforcement officers police combat competition excellence thinblueline maga kag bluelivesmatter lawenforcement,0,,
4277,34041,running team way preller tells,0,,
4278,70061,dont live impress people comfortable skins still bring best adamandeve,0,,
4279,68667,parklandkids misappropriated phrase neveragain order exactly opposite originally stood url,0,,
4280,47191,doubt progressive nazi antifa liberal democrats,0,,
4281,73702,dont really need try virtue signal liberals wasting taxpayer dollars foriegn invaders enough argument,0,,
4282,40978,altright losers whiners wno power dont matter many rightwing oligarchs fund antifa attack altright russian intel funds antifa altright russia hawks onto something altright prorussia,0,,
4283,62703,arrest everyone antifa block roads,0,,
4284,96378,proud sweet,0,,
4285,20245,mean doesnt last like forever playing contract,0,,
4286,94683,excellent timing url,0,,
4287,77910,good list keep going,0,,
4288,83279,couldnt catch letting saggy whitey bitch talkin like bitch eat dirt,1,TIN,IND
4289,88877,victoriasecrets political omg give killing half profits slur conservatives kag url,0,,
4290,79646,james neck deep confirmation bias unable see logic reason point,0,,
4291,67065,fifty deaths per weekend caused guns chicago strict gun control laws,0,,
4292,58613,installing shitty app put second amendmentcampus carry gun control except violent felons url,1,TIN,GRP
4293,13946,conservatives class andy failed insurance huckster days url,0,,
4294,59288,must see lot,0,,
4295,77557,keep good work ignore haters attack good lady,0,,
4296,65289,conservatives left frustrated congress passes big spending bills tcot url,0,,
4297,90485,dont mess niggas marcy projects george zimmerman gonna get lit,1,UNT,
4298,13088,man woulda started hitting wall shit aint nothing dry wall wood beams getting door,1,TIN,IND
4299,94371,willienelson laughs conservatives view suddenly outraged support democrats url,0,,
4300,22409,hes getting louder,0,,
4301,49759,admit americans died watch remind president,0,,
4302,32653,fuck yes ride baby,1,TIN,IND
4303,83667,good person turns people crimes say satan made unthinkable satan wouldnt turn child abusers progressive pope thinking,0,,
4304,57599,christianity abortion considers abortion murder chelsea doesnt christianity amp probably doesnt even church,0,,
4305,77637,jajaja funny never heard ever speak bad antifa time denounce,0,,
4306,67819,like alex bowman rookie,0,,
4307,43956,tea used program oop,0,,
4308,90849,ever seen former democratic hierarchy fight president much know youve corrupt guilty abuse power darkest times dojcia presidential cabinet,1,TIN,OTH
